Serial No,Primary,Secondary,Tertiary,Source,Photographer,Receptacle,Lining,Image Name
299,Wet,Garden,Dry,Collection Vehicle,Manoj,None,None,IMG_20180209_103529213_BURST001.jpg
300,Wet,Garden,Dry,Collection Vehicle,Manoj,None,None,IMG_20180209_103529213_BURST002.jpg
301,Wet,Garden,Dry,Collection Vehicle,Manoj,None,None,IMG_20180209_103529213_BURST003.jpg
302,Wet,Garden,Dry,Collection Vehicle,Manoj,None,None,IMG_20180209_103529213_BURST004.jpg
303,Wet,Garden,Dry,Collection Vehicle,Manoj,None,None,IMG_20180209_103529213_BURST005.jpg
304,Wet,Garden,Dry,Collection Vehicle,Manoj,None,None,IMG_20180209_103534909_BURST000_COVER.jpg
305,Wet,Garden,Dry,Collection Vehicle,Manoj,None,None,IMG_20180209_103534909_BURST001.jpg
306,Garden,Wet,Dry,Collection Vehicle,Manoj,None,None,IMG_20180209_103802934_BURST000_COVER.jpg
307,Garden,Wet,Dry,Collection Vehicle,Manoj,None,None,IMG_20180209_103802934_BURST001.jpg
308,Garden,Wet,Dry,Collection Vehicle,Manoj,None,None,IMG_20180209_103802934_BURST002.jpg
309,Garden,Wet,Dry,Collection Vehicle,Manoj,None,None,IMG_20180209_103802934_BURST003.jpg
310,Garden,Wet,Dry,Collection Vehicle,Manoj,None,None,IMG_20180209_103802934_BURST004.jpg
311,Garden,Wet,Dry,Collection Vehicle,Manoj,None,None,IMG_20180209_103802934_BURST005.jpg
312,Garden,Wet,Dry,Collection Vehicle,Manoj,None,None,IMG_20180209_103802934_BURST006.jpg
313,Wet,Garden,Dry,Collection Vehicle,Manoj,None,None,IMG_20180209_103802934_BURST007.jpg
314,Wet,Garden,NA,Collection Vehicle,Manoj,None,None,IMG_20180209_103802934_BURST008.jpg
315,Garden,Wet,Dry,Collection Vehicle,Manoj,None,None,IMG_20180209_103802934_BURST009.jpg
316,Garden,Wet,Dry,Collection Vehicle,Manoj,None,None,IMG_20180209_103802934_BURST010.jpg
317,Garden,Wet,Dry,Collection Vehicle,Manoj,None,None,IMG_20180209_103802934_BURST011.jpg
318,Garden,Wet,Dry,Collection Vehicle,Manoj,None,None,IMG_20180209_103802934_BURST012.jpg
319,Garden,Wet,Dry,Collection Vehicle,Manoj,None,None,IMG_20180209_103802934_BURST013.jpg
320,Garden,Wet,Dry,Collection Vehicle,Manoj,None,None,IMG_20180209_103802934_BURST014.jpg
321,Garden,Wet,Dry,Collection Vehicle,Manoj,None,None,IMG_20180209_103802934_BURST015.jpg
322,Garden,Wet,Dry,Collection Vehicle,Manoj,None,None,IMG_20180209_103802934_BURST016.jpg
323,Garden,Wet,Dry,Collection Vehicle,Manoj,None,None,IMG_20180209_103802934_BURST017.jpg
324,Garden,Wet,Dry,Collection Vehicle,Manoj,None,None,IMG_20180209_103802934_BURST018.jpg
325,Garden,Wet,Dry,Collection Vehicle,Manoj,None,None,IMG_20180209_103802934_BURST019.jpg
326,Wet,Garden,Dry,Collection Vehicle,Manoj,None,None,IMG_20180209_103802934_BURST020.jpg
327,Wet,Garden,Dry,Collection Vehicle,Manoj,None,None,IMG_20180209_103802934_BURST021.jpg
328,Garden,Wet,Dry,Collection Vehicle,Manoj,None,None,IMG_20180209_103802934_BURST022.jpg
329,Garden,Wet,Dry,Collection Vehicle,Manoj,None,None,IMG_20180209_103802934_BURST023.jpg
330,Garden,Wet,Dry,Collection Vehicle,Manoj,None,None,IMG_20180209_103802934_BURST024.jpg
331,Garden,Wet,Dry,Collection Vehicle,Manoj,None,None,IMG_20180209_103802934_BURST025.jpg
332,Wet,Garden,Dry,Collection Vehicle,Manoj,None,None,IMG_20180209_104059809.jpg
333,Wet,Garden,Dry,Collection Vehicle,Manoj,None,None,IMG_20180209_104113389.jpg
334,Wet,Garden,Dry,Collection Vehicle,Manoj,None,None,IMG_20180209_104116247.jpg
335,Wet,Garden,Dry,Collection Vehicle,Manoj,None,None,IMG_20180209_104117037.jpg
336,Wet,Garden,Dry,Collection Vehicle,Manoj,None,None,IMG_20180209_104118346_BURST000_COVER.jpg
337,Wet,Garden,Dry,Collection Vehicle,Manoj,None,None,IMG_20180209_104118346_BURST001.jpg
338,Wet,Garden,Dry,Collection Vehicle,Manoj,None,None,IMG_20180209_104118346_BURST002.jpg
339,Wet,Garden,Dry,Collection Vehicle,Manoj,None,None,IMG_20180209_104118346_BURST003.jpg
340,Wet,Garden,Dry,Collection Vehicle,Manoj,None,None,IMG_20180209_104118346_BURST004.jpg
341,Wet,NA,Dry,Collection Vehicle,Manoj,None,None,IMG_20180209_104118346_BURST005.jpg
342,Wet,NA,Dry,Collection Vehicle,Manoj,None,None,IMG_20180209_104118346_BURST006.jpg
343,Wet,NA,Dry,Collection Vehicle,Manoj,None,None,IMG_20180209_104118346_BURST007.jpg
344,Wet,NA,Dry,Collection Vehicle,Manoj,None,None,IMG_20180209_104118346_BURST008.jpg
345,Wet,NA,Dry,Collection Vehicle,Manoj,None,None,IMG_20180209_104118346_BURST009.jpg
346,Wet,NA,Dry,Collection Vehicle,Manoj,None,None,IMG_20180209_104118346_BURST010.jpg
347,Wet,NA,Dry,Collection Vehicle,Manoj,None,None,IMG_20180209_104118346_BURST011.jpg
348,Wet,NA,Dry,Collection Vehicle,Manoj,None,None,IMG_20180209_104118346_BURST012.jpg
349,Wet,NA,Dry,Collection Vehicle,Manoj,None,None,IMG_20180209_104118346_BURST013.jpg
350,Wet,NA,Dry,Collection Vehicle,Manoj,None,None,IMG_20180209_104118346_BURST014.jpg
351,Wet,NA,Dry,Collection Vehicle,Manoj,None,None,IMG_20180209_104118346_BURST015.jpg
352,Wet,NA,Dry,Collection Vehicle,Manoj,None,None,IMG_20180209_104118346_BURST016.jpg
353,Wet,NA,Dry,House,Manoj,Bin,Plastic,IMG_20180124_085746626_HDR.jpg
354,Wet,NA,Dry,House,Manoj,Bin,Plastic,IMG_20180124_085753240.jpg
355,Dry,NA,NA,House,Manoj,Bin,Plastic,IMG_20180124_085757849.jpg
356,Wet,NA,Dry,House,Manoj,Bin,Plastic,IMG_20180124_085802697.jpg
357,Dry,NA,NA,House,Manoj,Bin,Plastic,IMG_20180124_085817638.jpg
358,Dry,NA,NA,House,Manoj,Bin,Plastic,IMG_20180124_085822990.jpg
359,Dry,NA,Wet,Apartment,Manoj,Bin,None,IMG_20180124_165612492.jpg
360,Dry,NA,Wet,Apartment,Manoj,Bin,None,IMG_20180124_165616434.jpg
361,Dry,NA,Wet,Apartment,Manoj,Bin,None,IMG_20180124_165619418.jpg
362,Dry,NA,NA,Apartment,Manoj,Basket,None,IMG_20180124_165628887.jpg
363,Dry,NA,NA,Apartment,Manoj,Basket,None,IMG_20180124_165631801.jpg
364,Dry,NA,NA,Apartment,Manoj,Basket,None,IMG_20180124_165633995.jpg
365,Dry,NA,NA,House,Manoj,Bin,Plastic,IMG_20180125_231420550.jpg
366,Dry,NA,NA,House,Manoj,Bin,Plastic,IMG_20180125_231423499.jpg
367,Wet,NA,NA,House,Manoj,Bin,Plastic,IMG_20180209_201351505.jpg
368,Wet,NA,NA,House,Manoj,Bin,Plastic,IMG_20180209_201353498.jpg
369,Wet,NA,NA,House,Manoj,Bin,Plastic,IMG_20180209_201356002.jpg
370,Wet,NA,NA,House,Manoj,Bin,Plastic,IMG_20180209_201357416.jpg
371,Wet,NA,NA,House,Manoj,Bin,Plastic,IMG_20180209_201400214.jpg
372,Dry,NA,Wet,House,Manoj,None,Plastic,IMG_20180209_201411958.jpg
373,Dry,NA,NA,House,Manoj,None,Plastic,IMG_20180209_201413993.jpg
374,Dry,NA,Wet,House,Manoj,None,Plastic,IMG_20180209_201416484.jpg
375,Dry,NA,Wet,House,Manoj,None,Plastic,IMG_20180209_201418937.jpg
376,Dry,NA,Wet,House,Manoj,None,Plastic,IMG_20180209_201421074.jpg
377,Wet,NA,NA,House,Manoj,None,Plastic,IMG_20180209_205809065.jpg
378,Wet,NA,NA,House,Manoj,None,Plastic,IMG_20180209_205811023.jpg
379,Wet,NA,NA,House,Manoj,None,Plastic,IMG_20180209_205813217.jpg
380,Wet,NA,NA,House,Manoj,None,Plastic,IMG_20180209_205842657.jpg
381,Wet,NA,NA,House,Manoj,None,Plastic,IMG_20180209_205844542.jpg
382,Wet,NA,NA,House,Manoj,None,Plastic,IMG_20180209_205848208.jpg
383,Wet,NA,NA,House,Manoj,None,Plastic,IMG_20180209_205850599.jpg
384,Wet,NA,NA,House,Manoj,None,Plastic,IMG_20180209_205853329.jpg
385,Dry,NA,Wet,House,Manoj,None,Plastic,IMG_20180209_205901691.jpg
386,Dry,NA,Wet,House,Manoj,None,Plastic,IMG_20180209_205904240.jpg
387,Dry,NA,Wet,House,Manoj,None,Plastic,IMG_20180209_205906526.jpg
388,Dry,NA,Wet,House,Manoj,None,Plastic,IMG_20180209_205909360.jpg
389,Wet,NA,NA,House,Manoj,None,Plastic,IMG_20180210_083023981.jpg
390,Wet,NA,NA,House,Manoj,None,Plastic,IMG_20180210_083025706.jpg
391,Wet,NA,NA,House,Manoj,None,Plastic,IMG_20180210_083029300.jpg
392,Wet,NA,NA,House,Manoj,None,Plastic,IMG_20180210_083030104.jpg
393,Wet,NA,NA,House,Manoj,None,Plastic,IMG_20180210_083032025.jpg
394,Dry,NA,Wet,House,Manoj,None,Plastic,IMG_20180210_083036685.jpg
395,Dry,NA,Wet,House,Manoj,None,Plastic,IMG_20180210_083039170.jpg
396,Dry,NA,Wet,House,Manoj,None,Plastic,IMG_20180210_083041627.jpg
397,Dry,NA,Wet,House,Manoj,None,Plastic,IMG_20180210_083043686.jpg
398,Dry,NA,Wet,House,Manoj,None,Plastic,IMG_20180210_083046341.jpg
399,Wet,NA,NA,House,Manoj,None,Plastic,IMG_20180210_083049673.jpg
400,Wet,NA,NA,House,Manoj,None,Plastic,IMG_20180210_083051290.jpg
401,Wet,NA,NA,House,Manoj,None,Plastic,IMG_20180210_083053066.jpg
402,Wet,NA,NA,House,Manoj,None,Plastic,IMG_20180210_083054693.jpg
403,Wet,NA,NA,House,Manoj,None,Plastic,IMG_20180210_083102207.jpg
404,Wet,NA,NA,House,Manoj,None,Plastic,IMG_20180210_083103894.jpg
405,Wet,NA,Dry,House,Manoj,None,Plastic,IMG_20180210_083105777.jpg
406,Wet,NA,NA,House,Manoj,None,Plastic,IMG_20180210_083107467.jpg
407,Wet,NA,NA,House,Manoj,None,Plastic,IMG_20180210_083109217.jpg
408,Wet,NA,NA,House,Manoj,None,Plastic,IMG_20180210_083110838.jpg
409,Wet,Dry,Reject,House,Manoj,None,Plastic,IMG_20180211_132537015.jpg
410,Wet,Dry,Reject,House,Manoj,None,Plastic,IMG_20180211_132538858.jpg
411,Wet,Dry,Reject,House,Manoj,None,Plastic,IMG_20180211_132540693.jpg
412,Wet,Dry,Reject,House,Manoj,None,Plastic,IMG_20180211_132542999.jpg
413,Wet,Dry,Reject,House,Manoj,None,Plastic,IMG_20180211_132544853.jpg
414,Wet,NA,NA,House,Manoj,None,Plastic,IMG_20180211_132634969.jpg
415,Wet,NA,NA,House,Manoj,None,Plastic,IMG_20180211_132636811.jpg
416,Wet,NA,Dry,House,Manoj,None,Plastic,IMG_20180211_132638628.jpg
417,Wet,NA,NA,House,Manoj,None,Plastic,IMG_20180211_132640400.jpg
418,Wet,NA,NA,House,Manoj,Bin,Plastic,IMG_20180211_132642142.jpg
419,Wet,Dry,NA,House,Manoj,Bin,Plastic,IMG_20180211_132805515.jpg
420,Wet,Dry,NA,House,Manoj,Bin,Plastic,IMG_20180211_132807149.jpg
421,Wet,Dry,NA,House,Manoj,Bin,Plastic,IMG_20180211_132808858.jpg
422,Wet,Dry,NA,House,Manoj,Bin,Plastic,IMG_20180211_132810389.jpg
423,Wet,Dry,NA,House,Manoj,Bin,Plastic,IMG_20180211_132812028.jpg
424,Wet,Dry,NA,House,Manoj,Bin,Plastic,IMG_20180211_132814989.jpg
425,Wet,Dry,NA,House,Manoj,Bin,Plastic,IMG_20180211_132824719.jpg
426,Dry,NA,NA,House,Manoj,Bin,Plastic,IMG_20180211_132836303.jpg
427,Dry,NA,NA,House,Manoj,None,Plastic,IMG_20180211_132838668.jpg
428,Dry,NA,NA,House,Manoj,None,Plastic,IMG_20180211_132852205.jpg
429,Dry,NA,NA,House,Manoj,None,Plastic,IMG_20180211_132854366.jpg
430,Dry,NA,NA,House,Manoj,None,Plastic,IMG_20180211_132856551.jpg
